combined,label
CMP GET_TASKS      KILL_BACKGROUND_PROCESSES      REQUEST_INSTALL_PACKAGES      MOUNT_UNMOUNT_FILESYSTEMS      WRITE_SETTINGS    com jamdeo screensaver tv provider UPDATE_STATE      CAMERA      BLUETOOTH      INSTALL_PACKAGES      ACCESS_NETWORK_STATE      INTERNET      CHANGE_CONFIGURATION      CHANGE_WIFI_STATE      WAKE_LOCK      WRITE_SECURE_SETTINGS      WRITE_EXTERNAL_STORAGE      RECEIVE_BOOT_COMPLETED      READ_EXTERNAL_STORAGE      SYSTEM_ALERT_WINDOW      READ_SETTINGS      RUN_INSTRUMENTATION      ACCESS_FINE_LOCATION      ACCESS_WIFI_STATE      READ_PHONE_STATE      ACCESS_COARSE_LOCATION      BROADCAST_STICKY com hisense service ad 2242 ['META-INF/CERT.RSA'],black
Pitch Detector INTERNET    com google  finsky  BIND_GET_INSTALL_REFERRER_SERVICE    com huawei appmarket service commondata  GET_COMMON_DATA      REQUEST_INSTALL_PACKAGES      ACCESS_NETWORK_STATE      RECORD_AUDIO strober eeplay huawei 220623 ['META-INF/CERT.RSA'],black
众鑫热能 INSTALL_PACKAGES      WRITE_CONTACTS      READ_MEDIA_VISUAL_USER_SELECTED    com vivo notification  BADGE_ICON      CAMERA      READ_MEDIA_VIDEO      CALL_PHONE      ACCESS_WIFI_STATE      REQUEST_INSTALL_PACKAGES      READ_EXTERNAL_STORAGE      WAKE_LOCK      GET_ACCOUNTS      READ_PHONE_STATE    com asus msa SupplementaryDID ACCESS      ACCESS_NETWORK_STATE      VIBRATE    com huawei  launcher  CHANGE_BADGE      FLASHLIGHT      INTERNET      WRITE_EXTERNAL_STORAGE      RECORD_AUDIO      CHANGE_NETWORK_STATE      READ_MEDIA_IMAGES com hnzxrnkj zx 108 ['META-INF/LL1062.RSA'],black
格林商城 CAMERA      INSTALL_PACKAGES      WRITE_SETTINGS      VIBRATE      READ_MEDIA_VISUAL_USER_SELECTED      READ_PHONE_STATE      READ_MEDIA_IMAGES      ACCESS_NETWORK_STATE      ACCESS_COARSE_LOCATION      MOUNT_UNMOUNT_FILESYSTEMS      READ_LOGS    com vivo notification  BADGE_ICON      ACCESS_WIFI_STATE      READ_EXTERNAL_STORAGE      CHANGE_NETWORK_STATE    com asus msa SupplementaryDID ACCESS      MODIFY_AUDIO_SETTINGS      FLASHLIGHT      WRITE_EXTERNAL_STORAGE    com huawei  launcher  CHANGE_BADGE      READ_MEDIA_VIDEO      REQUEST_INSTALL_PACKAGES      CHANGE_WIFI_STATE      CALL_PHONE      WAKE_LOCK      WRITE_CONTACTS      INTERNET com gelin www 15 ['META-INF/CERT.RSA'],black
小创游戏库 com vivo notification  BADGE_ICON      BIND_APPWIDGET      CAMERA      DIAGNOSTIC      WAKE_LOCK      INSTALL_SHORTCUT      REBOOT      MODIFY_AUDIO_SETTINGS      MODIFY_PHONE_STATE      CHANGE_WIFI_STATE      INSTALL_LOCATION_PROVIDER      FLASHLIGHT      READ_PHONE_STATE      READ_MEDIA_VISUAL_USER_SELECTED      MOUNT_FORMAT_FILESYSTEMS      READ_EXTERNAL_STORAGE      INTERNET      WRITE_CONTACTS      CALL_PHONE      READ_CONTACTS      READ_MEDIA_VIDEO      CHANGE_NETWORK_STATE      DEVICE_POWER      ACCESS_WIFI_STATE      WRITE_SETTINGS      DELETE_CACHE_FILES      DELETE_PACKAGES    com asus msa SupplementaryDID ACCESS      GET_ACCOUNTS      MOUNT_UNMOUNT_FILESYSTEMS      ACCESS_FINE_LOCATION      ACCESS_NETWORK_STATE      RECORD_AUDIO      CALL_PRIVILEGED    com huawei  launcher  CHANGE_BADGE      WRITE_EXTERNAL_STORAGE      REQUEST_INSTALL_PACKAGES      ACCESS_COARSE_LOCATION      INSTALL_PACKAGES      VIBRATE      READ_LOGS      READ_MEDIA_IMAGES box play anroid 7 ['META-INF/CERT.RSA'],black
唐十八 READ_EXTERNAL_STORAGE      READ_MEDIA_VISUAL_USER_SELECTED      ACCESS_WIFI_STATE      READ_MEDIA_VIDEO      CALL_PHONE      VIBRATE    com asus msa SupplementaryDID ACCESS      INSTALL_PACKAGES      REQUEST_INSTALL_PACKAGES      INTERNET      ACCESS_NETWORK_STATE      MODIFY_AUDIO_SETTINGS      CAMERA    com huawei  launcher  CHANGE_BADGE      READ_LOGS    com vivo notification  BADGE_ICON      ACCESS_FINE_LOCATION      CAPTURE_AUDIO_OUTPUT      WRITE_EXTERNAL_STORAGE      WRITE_SETTINGS      CHANGE_NETWORK_STATE      WAKE_LOCK      READ_MEDIA_IMAGES      READ_PHONE_STATE      ACCESS_COARSE_LOCATION      MOUNT_UNMOUNT_FILESYSTEMS      FLASHLIGHT      CHANGE_WIFI_STATE com stt tang 103 ['META-INF/__UNI__E.RSA'],black
猩猩艺术 com sec  provider badge  WRITE      LOCAL_MAC_ADDRESS      MANAGE_DOCUMENTS      REQUEST_INSTALL_PACKAGES    com huawei  launcher  WRITE_SETTINGS      ACCESS_NETWORK_STATE      KILL_BACKGROUND_PROCESSES      DISABLE_KEYGUARD    org simalliance openmobileapi SMARTCARD      CAPTURE_VIDEO_OUTPUT    com htc launcher  READ_SETTINGS      RECEIVE_USER_PRESENT      REORDER_TASKS      ACCESS_COARSE_LOCATION      MOUNT_UNMOUNT_FILESYSTEMS    com google  c2dm  RECEIVE      BLUETOOTH_ADMIN      USE_FULL_SCREEN_INTENT      READ_EXTERNAL_STORAGE      REQUEST_COMPANION_RUN_IN_BACKGROUND      DOWNLOAD_WITHOUT_NOTIFICATION    com oppo launcher  WRITE_SETTINGS      CAMERA    com huawei  launcher  CHANGE_BADGE      READ_LOGS    com vivo notification  BADGE_ICON      SYSTEM_OVERLAY_WINDOW    com huawei  launcher  READ_SETTINGS      WRITE_EXTERNAL_STORAGE      NFC      WRITE_SETTINGS      CHANGE_NETWORK_STATE    com sonymobile home  PROVIDER_INSERT_BADGE      RECORD_AUDIO      WAKE_LOCK      ACCESS_BACKGROUND_LOCATION      READ_PHONE_STATE    top ape art  TMF_SHARK      REQUEST_COMPANION_USE_DATA_IN_BACKGROUND      GET_TASKS    com sec  provider badge  READ      HIGH_SAMPLING_RATE_SENSORS      FOREGROUND_SERVICE      FORCE_BACK      ACCESS_WIFI_STATE      READ_APN_SETTINGS      ACCESS_NOTIFICATION_POLICY      CALL_PHONE      ACCESS_COARSE_UPDATES    com google  finsky  BIND_GET_INSTALL_REFERRER_SERVICE      INTERNET    com google  providers gsf  READ_GSERVICES      WRITE_SYNC_SETTINGS    com htc launcher  UPDATE_SHORTCUT      SENDTO      INSTALL_SHORTCUT    com oppo launcher  READ_SETTINGS    com majeur launcher  UPDATE_BADGE    getui  GetuiService top ape art      BLUETOOTH          READ_APP_BADGE    freemme  msa    top ape art MOUNT_UNMOUNT_FILESYSTEMS      SYSTEM_ALERT_WINDOW      ACCESS_DOWNLOAD_MANAGER          VIBRATE      ACCESS_LOCATION_EXTRA_COMMANDS    com asus msa SupplementaryDID ACCESS    com anddoes launcher  UPDATE_COUNT      MODIFY_AUDIO_SETTINGS      ACCESS_FINE_LOCATION    com sonyericsson home  BROADCAST_BADGE      PACKAGE_USAGE_STATS      SCHEDULE_EXACT_ALARM      QUERY_ALL_PACKAGES      BROADCAST_STICKY      READ_SYNC_SETTINGS      RECEIVE_BOOT_COMPLETED      FLASHLIGHT      CHANGE_WIFI_STATE top ape art 30002 ['META-INF/APE.RSA'],black
猎豹 ACCESS_WIFI_STATE      READ_EXTERNAL_STORAGE      INSTALL_PACKAGES      ACCESS_FINE_LOCATION      CAMERA      CHANGE_WIFI_STATE      VIBRATE      CALL_PHONE    com fdfgerer liebao  JPUSH_MESSAGE      RECEIVE_USER_PRESENT      INTERNET      MOUNT_UNMOUNT_FILESYSTEMS      FOREGROUND_SERVICE      SYSTEM_ALERT_WINDOW      CHANGE_NETWORK_STATE      WRITE_EXTERNAL_STORAGE      READ_PHONE_STATE      RECEIVE_BOOT_COMPLETED      FLASHLIGHT      WRITE_SETTINGS      ACCESS_BACKGROUND_LOCATION      READ_LOGS      ACCESS_NETWORK_STATE      ACCESS_COARSE_LOCATION      REQUEST_INSTALL_PACKAGES      GET_TASKS      WAKE_LOCK      ACCESS_LOCATION_EXTRA_COMMANDS com fdfgerer liebao 21 ['META-INF/CERT.RSA'],black
正宗南通长牌 INTERNET      MODIFY_AUDIO_SETTINGS      CHANGE_WIFI_STATE      ACCESS_WIFI_STATE      BLUETOOTH_ADMIN      ACCESS_FINE_LOCATION      READ_LOGS      REQUEST_INSTALL_PACKAGES      ACCESS_NETWORK_STATE      VIBRATE      READ_PHONE_STATE      ACCESS_COARSE_LOCATION      READ_EXTERNAL_STORAGE      WRITE_EXTERNAL_STORAGE      RECORD_AUDIO      BLUETOOTH com xhh games 2734 ['META-INF/CERT.RSA'],black
视频通话 GET_TASKS      MODIFY_AUDIO_SETTINGS      MANAGE_VOICE_KEYPHRASES      INTERNAL_SYSTEM_WINDOW      ACCESS_WIFI_STATE      WRITE_SETTINGS      WRITE_EXTERNAL_STORAGE    pptv  STATUSBAR_SHOW      READ_EXTERNAL_STORAGE      CHANGE_CONFIGURATION      FORCE_STOP_PACKAGES      CHANGE_NETWORK_STATE      INTERNET      BROADCAST_STICKY      BLUETOOTH      KILL_BACKGROUND_PROCESSES      CHANGE_WIFI_STATE      READ_PHONE_STATE    com ju widget  WIDGET_SERVICE      CAMERA      WAKE_LOCK      CHANGE_WIFI_MULTICAST_STATE      DUMP      INSTALL_PACKAGES      REQUEST_INSTALL_PACKAGES      ACCESS_NETWORK_STATE      READ_CONTACTS      BLUETOOTH_ADMIN      SYSTEM_OVERLAY_WINDOW      RECORD_AUDIO      FOREGROUND_SERVICE      RECEIVE_BOOT_COMPLETED      SYSTEM_ALERT_WINDOW      WRITE_CONTACTS com hisense tv videochat 41001600 ['META-INF/CERT.RSA'],black
视频通话 ACCESS_NETWORK_STATE      BROADCAST_STICKY      KILL_BACKGROUND_PROCESSES      GET_TASKS      FORCE_STOP_PACKAGES      REQUEST_INSTALL_PACKAGES      MANAGE_VOICE_KEYPHRASES      CHANGE_CONFIGURATION      CAMERA      DUMP      BLUETOOTH_ADMIN      BLUETOOTH      INTERNET      CHANGE_NETWORK_STATE      INTERNAL_SYSTEM_WINDOW      RECEIVE_BOOT_COMPLETED      ACCESS_WIFI_STATE      READ_CONTACTS      WAKE_LOCK      INSTALL_PACKAGES      READ_PHONE_STATE      CHANGE_WIFI_STATE      SYSTEM_ALERT_WINDOW      SYSTEM_OVERLAY_WINDOW      CHANGE_WIFI_MULTICAST_STATE      WRITE_SETTINGS      WRITE_CONTACTS      MODIFY_AUDIO_SETTINGS      READ_EXTERNAL_STORAGE    pptv  STATUSBAR_SHOW    com ju widget  WIDGET_SERVICE      FOREGROUND_SERVICE      WRITE_EXTERNAL_STORAGE      RECORD_AUDIO com hisense tv videochat social 41001308 ['META-INF/CERT.RSA'],black
益丰园 com huawei  launcher  CHANGE_BADGE      VIBRATE      REQUEST_INSTALL_PACKAGES      ACCESS_WIFI_STATE      MOUNT_UNMOUNT_FILESYSTEMS      INSTALL_PACKAGES      CHANGE_WIFI_STATE      MODIFY_AUDIO_SETTINGS      WAKE_LOCK      READ_MEDIA_VISUAL_USER_SELECTED      GET_ACCOUNTS      WRITE_SETTINGS    com asus msa SupplementaryDID ACCESS      CHANGE_NETWORK_STATE      READ_CONTACTS      READ_MEDIA_IMAGES      ACCESS_NETWORK_STATE      READ_EXTERNAL_STORAGE      READ_LOGS      WRITE_EXTERNAL_STORAGE      CAMERA      CALL_PHONE      INTERNET      READ_PHONE_STATE      RECORD_AUDIO      WRITE_CONTACTS      ACCESS_COARSE_LOCATION      READ_MEDIA_VIDEO    com vivo notification  BADGE_ICON      ACCESS_FINE_LOCATION      ACCESS_LOCATION_EXTRA_COMMANDS      FLASHLIGHT uni UNIFCE641A 153 ['META-INF/CERT.RSA'],black
AHAspeed REQUEST_INSTALL_PACKAGES    com google  gms  AD_ID      INTERNET      ACCESS_NETWORK_STATE      READ_EXTERNAL_STORAGE      WAKE_LOCK    com ahaspeed app DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION      ACCESS_WIFI_STATE          VIBRATE      ACCESS_ADSERVICES_ATTRIBUTION    com google  finsky  BIND_GET_INSTALL_REFERRER_SERVICE      WRITE_EXTERNAL_STORAGE com ahaspeed app 103 ['META-INF/CERT.RSA'],black
CMT ACCESS_COARSE_LOCATION      GET_ACCOUNTS      AUTHENTICATE_ACCOUNTS      USE_CREDENTIALS      ACCESS_FINE_LOCATION      GET_TASKS      SYSTEM_ALERT_WINDOW      WRITE_SETTINGS      READ_SETTINGS      MANAGE_ACCOUNTS      ACCESS_NETWORK_STATE      READ_EXTERNAL_STORAGE      CHANGE_CONFIGURATION      RECEIVE_BOOT_COMPLETED      BROADCAST_STICKY      CHANGE_WIFI_STATE      WAKE_LOCK      BLUETOOTH      PROCESS_CPU_USAGE      RUN_INSTRUMENTATION      ACCESS_WIFI_STATE      FOREGROUND_SERVICE      INTERNET      READ_PHONE_STATE      ACCESS_MEMORY      WRITE_EXTERNAL_STORAGE com hisense business ad 47 ['META-INF/CERT.RSA'],black
AppStores DUMP      ACCESS_COARSE_LOCATION      FORCE_STOP_PACKAGES    com coocaa teenmode  READ_BLACKLIST_PROVIDER      BROADCAST_PACKAGE_REPLACED      BROADCAST_PACKAGE_ADDED      ACCESS_NETWORK_STATE      BROADCAST_PACKAGE_CHANGED      CHANGE_NETWORK_STATE      SYSTEM_ALERT_WINDOW      INSTALL_PACKAGES      ACCESS_WIFI_STATE    com coocaa ad sdktrack Read      BLUETOOTH_ADMIN    com coocaa ad okb Read      CHANGE_WIFI_MULTICAST_STATE      READ_EXTERNAL_STORAGE      BROADCAST_PACKAGE_INSTALL      RECEIVE_BOOT_COMPLETED      CHANGE_WIFI_STATE      INSTALL_PACKAGES_SKY      GET_PACKAGE_SIZE      GET_TASKS      WRITE_EXTERNAL_STORAGE    coocaa  NOTIFICATION_SEND      READ_LOGS      ACCESS_FINE_LOCATION      DELETE_PACKAGES    coocaa  ACCESS_SERVER_CONFIG      REQUEST_INSTALL_PACKAGES      READ_PHONE_STATE    coocaa  NOTIFICATION_TOAST_AT_SCENE      MOUNT_UNMOUNT_FILESYSTEMS      INTERNET    coocaa  NOTIFICATION_TOAST      BLUETOOTH      FOREGROUND_SERVICE      MOVE_PACKAGE      KILL_BACKGROUND_PROCESSES      REQUEST_DELETE_PACKAGES      WAKE_LOCK      SYSTEM_OVERLAY_WINDOW      REPLACE_EXISTING_PACKAGE com tianci appstore 505032113 ['META-INF/CERT.RSA'],black
联华手持应用 ACCESS_WIFI_STATE      READ_EXTERNAL_STORAGE      RECEIVE_BOOT_COMPLETED      KILL_BACKGROUND_PROCESSES      READ_PHONE_STATE      WRITE_SETTINGS      RESTART_PACKAGE      VIBRATE      CHANGE_CONFIGURATION      ACCESS_COARSE_LOCATION      INTERNET      ACCESS_NETWORK_STATE      CAMERA      FLASHLIGHT      WRITE_EXTERNAL_STORAGE      BLUETOOTH_ADMIN      ACCESS_FINE_LOCATION      BLUETOOTH      REQUEST_INSTALL_PACKAGES      READ_LOGS com LHMobileAuxiliaryApp sys 3190 ['META-INF/CERT.RSA'],black
勇闯天涯 ACCESS_FINE_LOCATION      CHANGE_WIFI_STATE      NFC    com naerle yongze  KW_SDK_BROADCAST      VIBRATE      ACCESS_WIFI_STATE      READ_EXTERNAL_STORAGE      GET_TASKS      WRITE_EXTERNAL_STORAGE      BROADCAST_PACKAGE_INSTALL    com naerle yongze openadsdk  TT_PANGOLIN      RECEIVE_BOOT_COMPLETED      QUERY_ALL_PACKAGES      ACCESS_NETWORK_STATE      READ_PHONE_STATE      FOREGROUND_SERVICE      BROADCAST_PACKAGE_CHANGED      BROADCAST_PACKAGE_ADDED      ACCESS_COARSE_LOCATION      RECEIVE_USER_PRESENT      REORDER_TASKS      SYSTEM_ALERT_WINDOW      CHANGE_NETWORK_STATE      FLASHLIGHT    com asus msa SupplementaryDID ACCESS      REQUEST_INSTALL_PACKAGES      INTERNET      MODIFY_AUDIO_SETTINGS      WAKE_LOCK      CAMERA      BROADCAST_PACKAGE_REPLACED com naerle yongze 20008 ['META-INF/CERT.RSA'],black
旺旺商聊 com tiangua tg openadsdk  TT_PANGOLIN      ACCESS_WIFI_STATE      WAKE_LOCK      WRITE_EXTERNAL_STORAGE    freemme  msa      RECEIVE_BOOT_COMPLETED      READ_EXTERNAL_STORAGE      ACCESS_NETWORK_STATE      MOUNT_UNMOUNT_FILESYSTEMS    com asus msa SupplementaryDID ACCESS      WRITE_SETTINGS      CALL_PHONE      CHANGE_WIFI_STATE      REQUEST_INSTALL_PACKAGES      INTERNET      READ_PHONE_STATE com tiangua tg 201 ['META-INF/CERT.RSA'],black
51茶馆儿 ACCESS_NETWORK_STATE      WRITE_EXTERNAL_STORAGE      RECEIVE_BOOT_COMPLETED      REQUEST_INSTALL_PACKAGES    freemme  msa      CHANGE_WIFI_STATE      WRITE_SETTINGS      READ_PHONE_STATE      READ_EXTERNAL_STORAGE      CALL_PHONE    com asus msa SupplementaryDID ACCESS      ACCESS_WIFI_STATE      INTERNET    com tiangua tg openadsdk  TT_PANGOLIN      WAKE_LOCK      MOUNT_UNMOUNT_FILESYSTEMS com tiangua tg 201 ['META-INF/CERT.RSA'],black
牡丹直播 CHANGE_WIFI_STATE      WRITE_EXTERNAL_STORAGE      ACCESS_WIFI_STATE      ACCESS_NETWORK_STATE      INTERNET      READ_PHONE_STATE    freemme  msa    com asus msa SupplementaryDID ACCESS      RECEIVE_BOOT_COMPLETED      MOUNT_UNMOUNT_FILESYSTEMS      WAKE_LOCK      CALL_PHONE      REQUEST_INSTALL_PACKAGES      READ_EXTERNAL_STORAGE      WRITE_SETTINGS    com tiangua tg openadsdk  TT_PANGOLIN com tiangua tg 201 ['META-INF/CERT.RSA'],black
大渔直播 REQUEST_INSTALL_PACKAGES      WAKE_LOCK      WRITE_SETTINGS      READ_EXTERNAL_STORAGE      CHANGE_WIFI_STATE    com tiangua tg openadsdk  TT_PANGOLIN      CALL_PHONE      RECEIVE_BOOT_COMPLETED      INTERNET      WRITE_EXTERNAL_STORAGE    freemme  msa      ACCESS_WIFI_STATE    com asus msa SupplementaryDID ACCESS      MOUNT_UNMOUNT_FILESYSTEMS      READ_PHONE_STATE      ACCESS_NETWORK_STATE com tiangua tg 201 ['META-INF/CERT.RSA'],black
御姐 RECEIVE_BOOT_COMPLETED      MOUNT_UNMOUNT_FILESYSTEMS      ACCESS_NETWORK_STATE      REQUEST_INSTALL_PACKAGES    com tiangua tg openadsdk  TT_PANGOLIN    com asus msa SupplementaryDID ACCESS    freemme  msa      ACCESS_WIFI_STATE      WRITE_SETTINGS      WRITE_EXTERNAL_STORAGE      READ_EXTERNAL_STORAGE      INTERNET      CALL_PHONE      READ_PHONE_STATE      WAKE_LOCK      CHANGE_WIFI_STATE com tiangua tg 201 ['META-INF/CERT.RSA'],black
出个房儿 ACCESS_WIFI_STATE      WAKE_LOCK      READ_MEDIA_IMAGES    com xieju hire  RONG_ACCESS_RECEIVER      SCHEDULE_EXACT_ALARM    com xieju hire DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION      CALL_PHONE      QUERY_ALL_PACKAGES      VIBRATE    com xieju hire  PROCESS_PUSH_MSG      READ_PHONE_STATE      READ_MEDIA_VIDEO      ACCESS_BACKGROUND_LOCATION      MODIFY_AUDIO_SETTINGS      SYSTEM_ALERT_WINDOW      ACCESS_NETWORK_STATE    com coloros mcs  RECIEVE_MCS_MESSAGE      CAMERA      ACCESS_COARSE_LOCATION      BLUETOOTH_ADMIN      INTERNET    com hihonor  launcher  CHANGE_BADGE    com xieju hire  JPUSH_MESSAGE      WRITE_EXTERNAL_STORAGE      BLUETOOTH    com huawei  launcher  CHANGE_BADGE      RECORD_AUDIO    com vivo notification  BADGE_ICON      POST_NOTIFICATIONS    com xieju hire  PUSH_PROVIDER    com google  apps photos  GOOGLE_PHOTOS    com xieju hire  MIPUSH_RECEIVE      ACCESS_FINE_LOCATION      CHANGE_WIFI_STATE      REQUEST_INSTALL_PACKAGES      FOREGROUND_SERVICE      GET_TASKS          READ_EXTERNAL_STORAGE      ACCESS_LOCATION_EXTRA_COMMANDS    com heytap mcs  RECIEVE_MCS_MESSAGE com xieju hire 225 ['META-INF/XIEJU.RSA'],black
青青直播 ACCESS_NETWORK_STATE      WAKE_LOCK      INTERNET      CALL_PHONE    com tiangua tg openadsdk  TT_PANGOLIN      READ_PHONE_STATE    com asus msa SupplementaryDID ACCESS    freemme  msa      REQUEST_INSTALL_PACKAGES      ACCESS_WIFI_STATE      CHANGE_WIFI_STATE      READ_EXTERNAL_STORAGE      MOUNT_UNMOUNT_FILESYSTEMS      RECEIVE_BOOT_COMPLETED      WRITE_EXTERNAL_STORAGE      WRITE_SETTINGS com tiangua tg 201 ['META-INF/CERT.RSA'],black
笔趣阁 ACCESS_COARSE_LOCATION      ACCESS_NETWORK_STATE      WAKE_LOCK      INTERNET      CHANGE_WIFI_STATE    com my hxmfxs md openadsdk  TT_PANGOLIN    com meizu c2dm  RECEIVE      QUERY_ALL_PACKAGES    com my hxmfxs md  techain RECEIVE    com asus msa SupplementaryDID ACCESS      FOREGROUND_SERVICE      READ_EXTERNAL_STORAGE    com my hxmfxs md  YM_APP      VIBRATE    com my hxmfxs md  C2D_MESSAGE      RECEIVE_USER_PRESENT      ACCESS_WIFI_STATE      GET_TASKS    com coloros mcs  RECIEVE_MCS_MESSAGE    com meizu flyme  PUSH      WRITE_EXTERNAL_STORAGE    com my hxmfxs md  PROCESS_PUSH_MSG    com my hxmfxs md  PUSH_PROVIDER    com meizu flyme push  RECEIVE      READ_PHONE_STATE      REQUEST_INSTALL_PACKAGES    com huawei  launcher  CHANGE_BADGE      REORDER_TASKS    com my hxmfxs md push  MESSAGE    freemme  msa    com my hxmfxs md  MIPUSH_RECEIVE    com huawei appmarket service commondata  GET_COMMON_DATA      CHANGE_NETWORK_STATE com my hxmfxs md 307 ['META-INF/RRSC.RSA'],black
屏保画册 WRITE_SETTINGS      READ_PROFILE      GET_TOP_ACTIVITY_INFO      INTERACT_ACROSS_USERS      WRITE_DREAM_STATE      READ_CONTACTS      GET_DETAILED_TASKS      READ_EXTERNAL_STORAGE      REORDER_TASKS      ACCESS_NETWORK_STATE      ACCESS_WIFI_STATE      WAKE_LOCK      CONFIGURE_WIFI_DISPLAY      INTERACT_ACROSS_USERS_FULL      ACCESS_COARSE_LOCATION      ACCESS_FINE_LOCATION      BLUETOOTH      READ_PHONE_STATE    com ju widget  WIDGET_SERVICE      GET_TASKS      CHANGE_WIFI_STATE      ACCESS_ALL_EXTERNAL_STORAGE      GET_APP_OPS_STATS      BROADCAST_STICKY      SYSTEM_ALERT_WINDOW      WRITE_EXTERNAL_STORAGE      MANAGE_USERS      REMOTE_AUDIO_PLAYBACK      EXPAND_STATUS_BAR      INTERNET      FOREGROUND_SERVICE      START_ANY_ACTIVITY      RECEIVE_BOOT_COMPLETED      SYSTEM_OVERLAY_WINDOW    com jamdeo screensaver tv provider customdata ACCESS_DATA      ACCESS_LOCATION_EXTRA_COMMANDS      BLUETOOTH_ADMIN      READ_DREAM_STATE com jamdeo screensaver 701040008 ['META-INF/CERT.RSA'],black
Google Services Framework READ_DREAM_STATE      MANAGE_USERS      READ_NETWORK_USAGE_HISTORY        com google  xmpp  XMPP_ENDPOINT_BROADCAST      ACCESS_CACHE_FILESYSTEM      STATUS_BAR      WRITE_CONTACTS      WRITE_SETTINGS    com google  googleapps  GOOGLE_AUTH ALL_SERVICES    com google  gtalkservice  GTALK_SERVICE      INTERNET    com google  gsf subscribedfeeds  C2D_MESSAGE      PERSISTENT_ACTIVITY    com google  providers talk  READ_ONLY      ACCESS_DOWNLOAD_MANAGER_ADVANCED    com google  gtalkservice  SEND_HEARTBEAT      BROADCAST_STICKY      CHANGE_WIFI_STATE      DUMP      VIBRATE      BACKUP      MASTER_CLEAR      RECEIVE_DATA_ACTIVITY_CHANGE    com google  gsf  C2D_MESSAGE    com google  googleapps  GOOGLE_AUTH mail      AUTHENTICATE_ACCOUNTS    com google  googleapps  GOOGLE_AUTH youtube      WRITE_GSERVICES    com google  xmpp  BROADCAST      SET_TIME        com google  googleapps  GOOGLE_AUTH YouTubeUser      READ_PHONE_STATE          WAKE_LOCK      WRITE_SYNC_SETTINGS      INTERACT_ACROSS_USERS      RECEIVE_BOOT_COMPLETED    com google  providers gsf  WRITE_GSERVICES          ACCESS_DOWNLOAD_MANAGER      RECOVERY    com google  c2dm  RECEIVE      ACCESS_WIFI_STATE      WRITE_SECURE_SETTINGS    com google  providers settings  READ_GSETTINGS      CHANGE_NETWORK_STATE      UPDATE_DEVICE_STATS      READ_LOGS    com google  providers gsf  READ_GSERVICES      GET_ACCOUNTS    com google  googleapps  GOOGLE_MAIL_SWITCH      ACCESS_NETWORK_STATE    com google  providers talk  WRITE_ONLY      READ_SYNC_STATS          USE_CREDENTIALS      MANAGE_ACCOUNTS      READ_CONTACTS    com google  c2dm  SEND      READ_SYNC_SETTINGS    com google  providers settings  WRITE_GSETTINGS      CHANGE_COMPONENT_ENABLED_STATE    com google  googleapps  GOOGLE_AUTH com google android gsf 29 ['META-INF/CERT.RSA'],black
蚂蚁加速器 ACCESS_NETWORK_STATE      INTERNET      READ_EXTERNAL_STORAGE      ACCESS_WIFI_STATE      MOUNT_UNMOUNT_FILESYSTEMS      FLASHLIGHT      REQUEST_INSTALL_PACKAGES      CAMERA      VIBRATE      WRITE_EXTERNAL_STORAGE com android tnaant 264 ['META-INF/CERT.RSA'],black
